file,time,date,processed_time
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_034219.wav_clicks.jld2,2020-05-02T03:42:19.0,2020-05-02,2020-05-23T14:37:01.014
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_035219.wav_clicks.jld2,2020-05-02T03:52:19.0,2020-05-02,2020-05-23T14:37:02.279
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_040219.wav_clicks.jld2,2020-05-02T04:02:19.0,2020-05-02,2020-05-23T14:37:22.212
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_041219.wav_clicks.jld2,2020-05-02T04:12:19.0,2020-05-02,2020-05-23T14:37:27.67
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_042219.wav_clicks.jld2,2020-05-02T04:22:19.0,2020-05-02,2020-05-23T14:37:42.795
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_043219.wav_clicks.jld2,2020-05-02T04:32:19.0,2020-05-02,2020-05-23T14:37:48.279
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_044219.wav_clicks.jld2,2020-05-02T04:42:19.0,2020-05-02,2020-05-23T14:38:04.018
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_045219.wav_clicks.jld2,2020-05-02T04:52:19.0,2020-05-02,2020-05-23T14:38:09.461
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_050219.wav_clicks.jld2,2020-05-02T05:02:19.0,2020-05-02,2020-05-23T14:38:23.537
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_051219.wav_clicks.jld2,2020-05-02T05:12:19.0,2020-05-02,2020-05-23T14:38:32.663
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_052219.wav_clicks.jld2,2020-05-02T05:22:19.0,2020-05-02,2020-05-23T14:38:44.987
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_053219.wav_clicks.jld2,2020-05-02T05:32:19.0,2020-05-02,2020-05-23T14:38:53.335
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_054219.wav_clicks.jld2,2020-05-02T05:42:19.0,2020-05-02,2020-05-23T14:39:06.567
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_055219.wav_clicks.jld2,2020-05-02T05:52:19.0,2020-05-02,2020-05-23T14:39:15.392
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_060219.wav_clicks.jld2,2020-05-02T06:02:19.0,2020-05-02,2020-05-23T14:39:26.871
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_061219.wav_clicks.jld2,2020-05-02T06:12:19.0,2020-05-02,2020-05-23T14:39:34.354
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_062219.wav_clicks.jld2,2020-05-02T06:22:19.0,2020-05-02,2020-05-23T14:39:48.004
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_063219.wav_clicks.jld2,2020-05-02T06:32:19.0,2020-05-02,2020-05-23T14:39:58.052
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_064219.wav_clicks.jld2,2020-05-02T06:42:19.0,2020-05-02,2020-05-23T14:40:09.551
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_065219.wav_clicks.jld2,2020-05-02T06:52:19.0,2020-05-02,2020-05-23T14:40:20.43
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_070219.wav_clicks.jld2,2020-05-02T07:02:19.0,2020-05-02,2020-05-23T14:40:30.508
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_071219.wav_clicks.jld2,2020-05-02T07:12:19.0,2020-05-02,2020-05-23T14:40:42.646
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_072219.wav_clicks.jld2,2020-05-02T07:22:19.0,2020-05-02,2020-05-23T14:40:52.634
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_073219.wav_clicks.jld2,2020-05-02T07:32:19.0,2020-05-02,2020-05-23T14:41:03.026
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_074219.wav_clicks.jld2,2020-05-02T07:42:19.0,2020-05-02,2020-05-23T14:41:14.17
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_075219.wav_clicks.jld2,2020-05-02T07:52:19.0,2020-05-02,2020-05-23T14:41:25.08
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_080219.wav_clicks.jld2,2020-05-02T08:02:19.0,2020-05-02,2020-05-23T14:41:34.837
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_081219.wav_clicks.jld2,2020-05-02T08:12:19.0,2020-05-02,2020-05-23T14:41:46.822
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_082219.wav_clicks.jld2,2020-05-02T08:22:19.0,2020-05-02,2020-05-23T14:41:55.54
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_083219.wav_clicks.jld2,2020-05-02T08:32:19.0,2020-05-02,2020-05-23T14:42:08.992
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_084219.wav_clicks.jld2,2020-05-02T08:42:19.0,2020-05-02,2020-05-23T14:42:15.937
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_085219.wav_clicks.jld2,2020-05-02T08:52:19.0,2020-05-02,2020-05-23T14:42:31.844
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_090219.wav_clicks.jld2,2020-05-02T09:02:19.0,2020-05-02,2020-05-23T14:42:37.539
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_091219.wav_clicks.jld2,2020-05-02T09:12:19.0,2020-05-02,2020-05-23T14:42:52.185
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_092219.wav_clicks.jld2,2020-05-02T09:22:19.0,2020-05-02,2020-05-23T14:42:57.391
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_093219.wav_clicks.jld2,2020-05-02T09:32:19.0,2020-05-02,2020-05-23T14:43:12.58
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_094219.wav_clicks.jld2,2020-05-02T09:42:19.0,2020-05-02,2020-05-23T14:43:18.245
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_095219.wav_clicks.jld2,2020-05-02T09:52:19.0,2020-05-02,2020-05-23T14:43:33.394
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_100219.wav_clicks.jld2,2020-05-02T10:02:19.0,2020-05-02,2020-05-23T14:43:49.603
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_101219.wav_clicks.jld2,2020-05-02T10:12:19.0,2020-05-02,2020-05-23T14:43:53.816
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_102219.wav_clicks.jld2,2020-05-02T10:22:19.0,2020-05-02,2020-05-23T14:44:10.829
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_103219.wav_clicks.jld2,2020-05-02T10:32:19.0,2020-05-02,2020-05-23T14:44:14.816
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_104219.wav_clicks.jld2,2020-05-02T10:42:19.0,2020-05-02,2020-05-23T14:44:31.475
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_105219.wav_clicks.jld2,2020-05-02T10:52:19.0,2020-05-02,2020-05-23T14:44:35.331
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_110218.wav_clicks.jld2,2020-05-02T11:02:18.0,2020-05-02,2020-05-23T14:44:53.843
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_111218.wav_clicks.jld2,2020-05-02T11:12:18.0,2020-05-02,2020-05-23T14:44:59.254
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_112218.wav_clicks.jld2,2020-05-02T11:22:18.0,2020-05-02,2020-05-23T14:45:14.931
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_113218.wav_clicks.jld2,2020-05-02T11:32:18.0,2020-05-02,2020-05-23T14:45:26.66
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_114218.wav_clicks.jld2,2020-05-02T11:42:18.0,2020-05-02,2020-05-23T14:45:36.048
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_115218.wav_clicks.jld2,2020-05-02T11:52:18.0,2020-05-02,2020-05-23T14:45:46.767
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_120218.wav_clicks.jld2,2020-05-02T12:02:18.0,2020-05-02,2020-05-23T14:45:58.058
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_121218.wav_clicks.jld2,2020-05-02T12:12:18.0,2020-05-02,2020-05-23T14:46:06.714
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_122218.wav_clicks.jld2,2020-05-02T12:22:18.0,2020-05-02,2020-05-23T14:46:17.482
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_123218.wav_clicks.jld2,2020-05-02T12:32:18.0,2020-05-02,2020-05-23T14:46:27.787
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_124218.wav_clicks.jld2,2020-05-02T12:42:18.0,2020-05-02,2020-05-23T14:46:37.88
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_125218.wav_clicks.jld2,2020-05-02T12:52:18.0,2020-05-02,2020-05-23T14:46:47.948
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_130218.wav_clicks.jld2,2020-05-02T13:02:18.0,2020-05-02,2020-05-23T14:46:58.341
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_131218.wav_clicks.jld2,2020-05-02T13:12:18.0,2020-05-02,2020-05-23T14:47:13.067
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_132218.wav_clicks.jld2,2020-05-02T13:22:18.0,2020-05-02,2020-05-23T14:47:18.911
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_133218.wav_clicks.jld2,2020-05-02T13:32:18.0,2020-05-02,2020-05-23T14:47:36.214
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_134218.wav_clicks.jld2,2020-05-02T13:42:18.0,2020-05-02,2020-05-23T14:47:40.45
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_135218.wav_clicks.jld2,2020-05-02T13:52:18.0,2020-05-02,2020-05-23T14:47:57.84
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_140218.wav_clicks.jld2,2020-05-02T14:02:18.0,2020-05-02,2020-05-23T14:48:06.926
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_141218.wav_clicks.jld2,2020-05-02T14:12:18.0,2020-05-02,2020-05-23T14:48:18.404
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_142218.wav_clicks.jld2,2020-05-02T14:22:18.0,2020-05-02,2020-05-23T14:48:29.211
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_143218.wav_clicks.jld2,2020-05-02T14:32:18.0,2020-05-02,2020-05-23T14:48:39.155
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_144218.wav_clicks.jld2,2020-05-02T14:42:18.0,2020-05-02,2020-05-23T14:48:49.175
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_145218.wav_clicks.jld2,2020-05-02T14:52:18.0,2020-05-02,2020-05-23T14:48:59.575
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_150218.wav_clicks.jld2,2020-05-02T15:02:18.0,2020-05-02,2020-05-23T14:49:09.66
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_151218.wav_clicks.jld2,2020-05-02T15:12:18.0,2020-05-02,2020-05-23T14:49:20.471
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_152218.wav_clicks.jld2,2020-05-02T15:22:18.0,2020-05-02,2020-05-23T14:49:33.163
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_153218.wav_clicks.jld2,2020-05-02T15:32:18.0,2020-05-02,2020-05-23T14:49:44.39
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_154218.wav_clicks.jld2,2020-05-02T15:42:18.0,2020-05-02,2020-05-23T14:49:54.232
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_155218.wav_clicks.jld2,2020-05-02T15:52:18.0,2020-05-02,2020-05-23T14:50:05.922
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_160218.wav_clicks.jld2,2020-05-02T16:02:18.0,2020-05-02,2020-05-23T14:50:18.485
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_161218.wav_clicks.jld2,2020-05-02T16:12:18.0,2020-05-02,2020-05-23T14:50:28.611
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_162218.wav_clicks.jld2,2020-05-02T16:22:18.0,2020-05-02,2020-05-23T14:50:39.617
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_163218.wav_clicks.jld2,2020-05-02T16:32:18.0,2020-05-02,2020-05-23T14:50:54.356
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_164218.wav_clicks.jld2,2020-05-02T16:42:18.0,2020-05-02,2020-05-23T14:50:59.575
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_165218.wav_clicks.jld2,2020-05-02T16:52:18.0,2020-05-02,2020-05-23T14:51:14.686
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_170218.wav_clicks.jld2,2020-05-02T17:02:18.0,2020-05-02,2020-05-23T14:51:20.22
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_171218.wav_clicks.jld2,2020-05-02T17:12:18.0,2020-05-02,2020-05-23T14:51:42.828
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_172218.wav_clicks.jld2,2020-05-02T17:22:18.0,2020-05-02,2020-05-23T14:51:42.146
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_173218.wav_clicks.jld2,2020-05-02T17:32:18.0,2020-05-02,2020-05-23T14:52:04.337
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_174218.wav_clicks.jld2,2020-05-02T17:42:18.0,2020-05-02,2020-05-23T14:52:06.605
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_175218.wav_clicks.jld2,2020-05-02T17:52:18.0,2020-05-02,2020-05-23T14:52:25.874
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_180218.wav_clicks.jld2,2020-05-02T18:02:18.0,2020-05-02,2020-05-23T14:52:33.519
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_181218.wav_clicks.jld2,2020-05-02T18:12:18.0,2020-05-02,2020-05-23T14:52:48.711
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_182218.wav_clicks.jld2,2020-05-02T18:22:18.0,2020-05-02,2020-05-23T14:52:55.298
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_183218.wav_clicks.jld2,2020-05-02T18:32:18.0,2020-05-02,2020-05-23T14:53:10.243
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_184218.wav_clicks.jld2,2020-05-02T18:42:18.0,2020-05-02,2020-05-23T14:53:16.292
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_185218.wav_clicks.jld2,2020-05-02T18:52:18.0,2020-05-02,2020-05-23T14:53:32.075
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_190218.wav_clicks.jld2,2020-05-02T19:02:18.0,2020-05-02,2020-05-23T14:53:36.199
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_191218.wav_clicks.jld2,2020-05-02T19:12:18.0,2020-05-02,2020-05-23T14:53:53.389
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_192218.wav_clicks.jld2,2020-05-02T19:22:18.0,2020-05-02,2020-05-23T14:53:56.833
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_193218.wav_clicks.jld2,2020-05-02T19:32:18.0,2020-05-02,2020-05-23T14:54:15.546
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_194218.wav_clicks.jld2,2020-05-02T19:42:18.0,2020-05-02,2020-05-23T14:54:17.47
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_195218.wav_clicks.jld2,2020-05-02T19:52:18.0,2020-05-02,2020-05-23T14:54:35.444
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_200218.wav_clicks.jld2,2020-05-02T20:02:18.0,2020-05-02,2020-05-23T14:54:41.182
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_201218.wav_clicks.jld2,2020-05-02T20:12:18.0,2020-05-02,2020-05-23T14:54:56.82
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_202218.wav_clicks.jld2,2020-05-02T20:22:18.0,2020-05-02,2020-05-23T14:55:04.194
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_203218.wav_clicks.jld2,2020-05-02T20:32:18.0,2020-05-02,2020-05-23T14:55:18.14
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_204218.wav_clicks.jld2,2020-05-02T20:42:18.0,2020-05-02,2020-05-23T14:55:26.497
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_205218.wav_clicks.jld2,2020-05-02T20:52:18.0,2020-05-02,2020-05-23T14:55:38.725
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_210218.wav_clicks.jld2,2020-05-02T21:02:18.0,2020-05-02,2020-05-23T14:55:48.334
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_211218.wav_clicks.jld2,2020-05-02T21:12:18.0,2020-05-02,2020-05-23T14:56:00.329
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_212218.wav_clicks.jld2,2020-05-02T21:22:18.0,2020-05-02,2020-05-23T14:56:10.112
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_213218.wav_clicks.jld2,2020-05-02T21:32:18.0,2020-05-02,2020-05-23T14:56:21.564
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_214218.wav_clicks.jld2,2020-05-02T21:42:18.0,2020-05-02,2020-05-23T14:56:31.965
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_215218.wav_clicks.jld2,2020-05-02T21:52:18.0,2020-05-02,2020-05-23T14:56:41.45
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_220218.wav_clicks.jld2,2020-05-02T22:02:18.0,2020-05-02,2020-05-23T14:56:54.158
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_221218.wav_clicks.jld2,2020-05-02T22:12:18.0,2020-05-02,2020-05-23T14:57:02.376
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_222218.wav_clicks.jld2,2020-05-02T22:22:18.0,2020-05-02,2020-05-23T14:57:17.238
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_223218.wav_clicks.jld2,2020-05-02T22:32:18.0,2020-05-02,2020-05-23T14:57:24.301
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_224218.wav_clicks.jld2,2020-05-02T22:42:18.0,2020-05-02,2020-05-23T14:57:37.618
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_225218.wav_clicks.jld2,2020-05-02T22:52:18.0,2020-05-02,2020-05-23T14:57:44.595
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_230218.wav_clicks.jld2,2020-05-02T23:02:18.0,2020-05-02,2020-05-23T14:57:59.372
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_231218.wav_clicks.jld2,2020-05-02T23:12:18.0,2020-05-02,2020-05-23T14:58:05.277
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_232218.wav_clicks.jld2,2020-05-02T23:22:18.0,2020-05-02,2020-05-23T14:58:20.271
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_233218.wav_clicks.jld2,2020-05-02T23:32:18.0,2020-05-02,2020-05-23T14:58:25.559
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_234218.wav_clicks.jld2,2020-05-02T23:42:18.0,2020-05-02,2020-05-23T14:58:42.154
X:\OdontoceteClicks\clicks\2020\05\MARS_20200502_235218.wav_clicks.jld2,2020-05-02T23:52:18.0,2020-05-02,2020-05-23T14:58:48.817
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_000218.wav_clicks.jld2,2020-05-03T00:02:18.0,2020-05-03,2020-05-23T14:59:02.8
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_001218.wav_clicks.jld2,2020-05-03T00:12:18.0,2020-05-03,2020-05-23T14:59:10.041
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_002218.wav_clicks.jld2,2020-05-03T00:22:18.0,2020-05-03,2020-05-23T14:59:24.66
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_003218.wav_clicks.jld2,2020-05-03T00:32:18.0,2020-05-03,2020-05-23T14:59:30.635
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_004218.wav_clicks.jld2,2020-05-03T00:42:18.0,2020-05-03,2020-05-23T14:59:43.955
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_005218.wav_clicks.jld2,2020-05-03T00:52:18.0,2020-05-03,2020-05-23T14:59:52.136
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_010218.wav_clicks.jld2,2020-05-03T01:02:18.0,2020-05-03,2020-05-23T15:00:08.22
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_011218.wav_clicks.jld2,2020-05-03T01:12:18.0,2020-05-03,2020-05-23T15:00:13.496
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_012218.wav_clicks.jld2,2020-05-03T01:22:18.0,2020-05-03,2020-05-23T15:00:30.904
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_013218.wav_clicks.jld2,2020-05-03T01:32:18.0,2020-05-03,2020-05-23T15:00:39.416
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_014218.wav_clicks.jld2,2020-05-03T01:42:18.0,2020-05-03,2020-05-23T15:00:53.762
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_015218.wav_clicks.jld2,2020-05-03T01:52:18.0,2020-05-03,2020-05-23T15:01:02.102
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_020218.wav_clicks.jld2,2020-05-03T02:02:18.0,2020-05-03,2020-05-23T15:01:15.9
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_021218.wav_clicks.jld2,2020-05-03T02:12:18.0,2020-05-03,2020-05-23T15:01:23.961
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_022218.wav_clicks.jld2,2020-05-03T02:22:18.0,2020-05-03,2020-05-23T15:01:37.855
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_023218.wav_clicks.jld2,2020-05-03T02:32:18.0,2020-05-03,2020-05-23T15:01:45.274
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_024218.wav_clicks.jld2,2020-05-03T02:42:18.0,2020-05-03,2020-05-23T15:02:00.573
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_025218.wav_clicks.jld2,2020-05-03T02:52:18.0,2020-05-03,2020-05-23T15:02:06.181
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_030218.wav_clicks.jld2,2020-05-03T03:02:18.0,2020-05-03,2020-05-23T15:02:21.908
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_031218.wav_clicks.jld2,2020-05-03T03:12:18.0,2020-05-03,2020-05-23T15:02:28.367
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_032218.wav_clicks.jld2,2020-05-03T03:22:18.0,2020-05-03,2020-05-23T15:02:43.927
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_033218.wav_clicks.jld2,2020-05-03T03:32:18.0,2020-05-03,2020-05-23T15:02:49.944
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_034218.wav_clicks.jld2,2020-05-03T03:42:18.0,2020-05-03,2020-05-23T15:03:08.525
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_035218.wav_clicks.jld2,2020-05-03T03:52:18.0,2020-05-03,2020-05-23T15:03:10.386
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_040218.wav_clicks.jld2,2020-05-03T04:02:18.0,2020-05-03,2020-05-23T15:03:29.289
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_041218.wav_clicks.jld2,2020-05-03T04:12:18.0,2020-05-03,2020-05-23T15:03:32.094
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_042218.wav_clicks.jld2,2020-05-03T04:22:18.0,2020-05-03,2020-05-23T15:03:49.949
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_043218.wav_clicks.jld2,2020-05-03T04:32:18.0,2020-05-03,2020-05-23T15:03:55.601
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_044218.wav_clicks.jld2,2020-05-03T04:42:18.0,2020-05-03,2020-05-23T15:04:11.862
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_045218.wav_clicks.jld2,2020-05-03T04:52:18.0,2020-05-03,2020-05-23T15:04:17.405
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_050218.wav_clicks.jld2,2020-05-03T05:02:18.0,2020-05-03,2020-05-23T15:04:33.092
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_051218.wav_clicks.jld2,2020-05-03T05:12:18.0,2020-05-03,2020-05-23T15:04:40.022
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_052218.wav_clicks.jld2,2020-05-03T05:22:18.0,2020-05-03,2020-05-23T15:04:53.251
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_053218.wav_clicks.jld2,2020-05-03T05:32:18.0,2020-05-03,2020-05-23T15:05:00.959
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_054218.wav_clicks.jld2,2020-05-03T05:42:18.0,2020-05-03,2020-05-23T15:05:13.721
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_055218.wav_clicks.jld2,2020-05-03T05:52:18.0,2020-05-03,2020-05-23T15:05:23.099
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_060218.wav_clicks.jld2,2020-05-03T06:02:18.0,2020-05-03,2020-05-23T15:05:36.095
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_061218.wav_clicks.jld2,2020-05-03T06:12:18.0,2020-05-03,2020-05-23T15:05:45.066
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_062218.wav_clicks.jld2,2020-05-03T06:22:18.0,2020-05-03,2020-05-23T15:05:57.554
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_063218.wav_clicks.jld2,2020-05-03T06:32:18.0,2020-05-03,2020-05-23T15:06:10.076
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_064218.wav_clicks.jld2,2020-05-03T06:42:18.0,2020-05-03,2020-05-23T15:06:19.008
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_065218.wav_clicks.jld2,2020-05-03T06:52:18.0,2020-05-03,2020-05-23T15:06:31.388
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_070218.wav_clicks.jld2,2020-05-03T07:02:18.0,2020-05-03,2020-05-23T15:06:40.501
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_071218.wav_clicks.jld2,2020-05-03T07:12:18.0,2020-05-03,2020-05-23T15:06:51.741
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_072218.wav_clicks.jld2,2020-05-03T07:22:18.0,2020-05-03,2020-05-23T15:07:01.534
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_073218.wav_clicks.jld2,2020-05-03T07:32:18.0,2020-05-03,2020-05-23T15:07:14.489
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_074218.wav_clicks.jld2,2020-05-03T07:42:18.0,2020-05-03,2020-05-23T15:07:23.929
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_075218.wav_clicks.jld2,2020-05-03T07:52:18.0,2020-05-03,2020-05-23T15:07:35.455
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_080218.wav_clicks.jld2,2020-05-03T08:02:18.0,2020-05-03,2020-05-23T15:07:43.613
X:\OdontoceteClicks\clicks\2020\05\MARS_20200503_081218.wav_clicks.jld2,2020-05-03T08:12:18.0,2020-05-03,2020-05-23T15:08:00.853
