file,time,date,processed_time
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_110219.wav_clicks.jld2,2020-05-10T11:02:19.0,2020-05-10,2020-05-26T19:25:01.938
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_111219.wav_clicks.jld2,2020-05-10T11:12:19.0,2020-05-10,2020-05-26T19:25:21.77
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_112219.wav_clicks.jld2,2020-05-10T11:22:19.0,2020-05-10,2020-05-26T19:25:24.746
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_113219.wav_clicks.jld2,2020-05-10T11:32:19.0,2020-05-10,2020-05-26T19:25:44.33
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_114219.wav_clicks.jld2,2020-05-10T11:42:19.0,2020-05-10,2020-05-26T19:25:45.397
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_115219.wav_clicks.jld2,2020-05-10T11:52:19.0,2020-05-10,2020-05-26T19:26:07.552
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_120219.wav_clicks.jld2,2020-05-10T12:02:19.0,2020-05-10,2020-05-26T19:26:06.965
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_121219.wav_clicks.jld2,2020-05-10T12:12:19.0,2020-05-10,2020-05-26T19:26:28.818
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_122219.wav_clicks.jld2,2020-05-10T12:22:19.0,2020-05-10,2020-05-26T19:26:27.871
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_123219.wav_clicks.jld2,2020-05-10T12:32:19.0,2020-05-10,2020-05-26T19:26:50.34
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_124219.wav_clicks.jld2,2020-05-10T12:42:19.0,2020-05-10,2020-05-26T19:26:50.923
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_125219.wav_clicks.jld2,2020-05-10T12:52:19.0,2020-05-10,2020-05-26T19:27:12.108
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_130219.wav_clicks.jld2,2020-05-10T13:02:19.0,2020-05-10,2020-05-26T19:27:12.427
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_131219.wav_clicks.jld2,2020-05-10T13:12:19.0,2020-05-10,2020-05-26T19:27:34.104
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_132219.wav_clicks.jld2,2020-05-10T13:22:19.0,2020-05-10,2020-05-26T19:27:34.143
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_133219.wav_clicks.jld2,2020-05-10T13:32:19.0,2020-05-10,2020-05-26T19:27:54.331
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_134219.wav_clicks.jld2,2020-05-10T13:42:19.0,2020-05-10,2020-05-26T19:27:57.301
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_135219.wav_clicks.jld2,2020-05-10T13:52:19.0,2020-05-10,2020-05-26T19:28:16.295
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_140219.wav_clicks.jld2,2020-05-10T14:02:19.0,2020-05-10,2020-05-26T19:28:18.23
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_141219.wav_clicks.jld2,2020-05-10T14:12:19.0,2020-05-10,2020-05-26T19:28:37.553
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_142219.wav_clicks.jld2,2020-05-10T14:22:19.0,2020-05-10,2020-05-26T19:28:39.965
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_143219.wav_clicks.jld2,2020-05-10T14:32:19.0,2020-05-10,2020-05-26T19:28:59.231
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_144219.wav_clicks.jld2,2020-05-10T14:42:19.0,2020-05-10,2020-05-26T19:29:02.6
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_145219.wav_clicks.jld2,2020-05-10T14:52:19.0,2020-05-10,2020-05-26T19:29:20.798
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_150219.wav_clicks.jld2,2020-05-10T15:02:19.0,2020-05-10,2020-05-26T19:29:26.251
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_151219.wav_clicks.jld2,2020-05-10T15:12:19.0,2020-05-10,2020-05-26T19:29:42.84
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_152219.wav_clicks.jld2,2020-05-10T15:22:19.0,2020-05-10,2020-05-26T19:29:47.878
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_153219.wav_clicks.jld2,2020-05-10T15:32:19.0,2020-05-10,2020-05-26T19:30:05.136
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_154219.wav_clicks.jld2,2020-05-10T15:42:19.0,2020-05-10,2020-05-26T19:30:10.676
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_155219.wav_clicks.jld2,2020-05-10T15:52:19.0,2020-05-10,2020-05-26T19:30:27.081
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_160219.wav_clicks.jld2,2020-05-10T16:02:19.0,2020-05-10,2020-05-26T19:30:31.838
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_161219.wav_clicks.jld2,2020-05-10T16:12:19.0,2020-05-10,2020-05-26T19:30:48.013
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_162219.wav_clicks.jld2,2020-05-10T16:22:19.0,2020-05-10,2020-05-26T19:30:52.568
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_163219.wav_clicks.jld2,2020-05-10T16:32:19.0,2020-05-10,2020-05-26T19:31:09.486
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_164219.wav_clicks.jld2,2020-05-10T16:42:19.0,2020-05-10,2020-05-26T19:31:14.064
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_165219.wav_clicks.jld2,2020-05-10T16:52:19.0,2020-05-10,2020-05-26T19:31:28.904
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_170219.wav_clicks.jld2,2020-05-10T17:02:19.0,2020-05-10,2020-05-26T19:31:34.213
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_171219.wav_clicks.jld2,2020-05-10T17:12:19.0,2020-05-10,2020-05-26T19:31:50.036
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_172219.wav_clicks.jld2,2020-05-10T17:22:19.0,2020-05-10,2020-05-26T19:31:54.518
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_173219.wav_clicks.jld2,2020-05-10T17:32:19.0,2020-05-10,2020-05-26T19:32:11.751
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_174219.wav_clicks.jld2,2020-05-10T17:42:19.0,2020-05-10,2020-05-26T19:32:16.41
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_175219.wav_clicks.jld2,2020-05-10T17:52:19.0,2020-05-10,2020-05-26T19:32:32.534
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_180219.wav_clicks.jld2,2020-05-10T18:02:19.0,2020-05-10,2020-05-26T19:32:35.425
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_181219.wav_clicks.jld2,2020-05-10T18:12:19.0,2020-05-10,2020-05-26T19:32:51.428
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_182219.wav_clicks.jld2,2020-05-10T18:22:19.0,2020-05-10,2020-05-26T19:32:55.807
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_183219.wav_clicks.jld2,2020-05-10T18:32:19.0,2020-05-10,2020-05-26T19:33:12.596
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_184219.wav_clicks.jld2,2020-05-10T18:42:19.0,2020-05-10,2020-05-26T19:33:15.724
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_185219.wav_clicks.jld2,2020-05-10T18:52:19.0,2020-05-10,2020-05-26T19:33:32.716
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_190219.wav_clicks.jld2,2020-05-10T19:02:19.0,2020-05-10,2020-05-26T19:33:36.726
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_191219.wav_clicks.jld2,2020-05-10T19:12:19.0,2020-05-10,2020-05-26T19:33:54.047
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_192219.wav_clicks.jld2,2020-05-10T19:22:19.0,2020-05-10,2020-05-26T19:33:57.535
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_193219.wav_clicks.jld2,2020-05-10T19:32:19.0,2020-05-10,2020-05-26T19:34:14.509
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_194219.wav_clicks.jld2,2020-05-10T19:42:19.0,2020-05-10,2020-05-26T19:34:18.409
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_195219.wav_clicks.jld2,2020-05-10T19:52:19.0,2020-05-10,2020-05-26T19:34:34.738
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_200219.wav_clicks.jld2,2020-05-10T20:02:19.0,2020-05-10,2020-05-26T19:34:40.001
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_201219.wav_clicks.jld2,2020-05-10T20:12:19.0,2020-05-10,2020-05-26T19:34:55.523
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_202219.wav_clicks.jld2,2020-05-10T20:22:19.0,2020-05-10,2020-05-26T19:34:59.88
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_203219.wav_clicks.jld2,2020-05-10T20:32:19.0,2020-05-10,2020-05-26T19:35:15.423
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_204219.wav_clicks.jld2,2020-05-10T20:42:19.0,2020-05-10,2020-05-26T19:35:20.614
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_205219.wav_clicks.jld2,2020-05-10T20:52:19.0,2020-05-10,2020-05-26T19:35:36.665
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_210219.wav_clicks.jld2,2020-05-10T21:02:19.0,2020-05-10,2020-05-26T19:35:41.2
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_211219.wav_clicks.jld2,2020-05-10T21:12:19.0,2020-05-10,2020-05-26T19:35:56.76
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_212219.wav_clicks.jld2,2020-05-10T21:22:19.0,2020-05-10,2020-05-26T19:36:01.089
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_213219.wav_clicks.jld2,2020-05-10T21:32:19.0,2020-05-10,2020-05-26T19:36:18.572
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_214219.wav_clicks.jld2,2020-05-10T21:42:19.0,2020-05-10,2020-05-26T19:36:23.015
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_215219.wav_clicks.jld2,2020-05-10T21:52:19.0,2020-05-10,2020-05-26T19:36:39.26
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_220219.wav_clicks.jld2,2020-05-10T22:02:19.0,2020-05-10,2020-05-26T19:36:43.353
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_221219.wav_clicks.jld2,2020-05-10T22:12:19.0,2020-05-10,2020-05-26T19:36:59.334
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_222219.wav_clicks.jld2,2020-05-10T22:22:19.0,2020-05-10,2020-05-26T19:37:03.885
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_223219.wav_clicks.jld2,2020-05-10T22:32:19.0,2020-05-10,2020-05-26T19:37:19.461
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_224219.wav_clicks.jld2,2020-05-10T22:42:19.0,2020-05-10,2020-05-26T19:37:23.706
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_225219.wav_clicks.jld2,2020-05-10T22:52:19.0,2020-05-10,2020-05-26T19:37:40.038
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_230219.wav_clicks.jld2,2020-05-10T23:02:19.0,2020-05-10,2020-05-26T19:37:44.438
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_231219.wav_clicks.jld2,2020-05-10T23:12:19.0,2020-05-10,2020-05-26T19:38:00.537
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_232219.wav_clicks.jld2,2020-05-10T23:22:19.0,2020-05-10,2020-05-26T19:38:03.751
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_233219.wav_clicks.jld2,2020-05-10T23:32:19.0,2020-05-10,2020-05-26T19:38:20.438
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_234219.wav_clicks.jld2,2020-05-10T23:42:19.0,2020-05-10,2020-05-26T19:38:23.703
X:\OdontoceteClicks\clicks\2020\05\MARS_20200510_235219.wav_clicks.jld2,2020-05-10T23:52:19.0,2020-05-10,2020-05-26T19:38:42.809
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_000219.wav_clicks.jld2,2020-05-11T00:02:19.0,2020-05-11,2020-05-26T19:38:44.012
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_001219.wav_clicks.jld2,2020-05-11T00:12:19.0,2020-05-11,2020-05-26T19:39:03.018
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_002219.wav_clicks.jld2,2020-05-11T00:22:19.0,2020-05-11,2020-05-26T19:39:04.599
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_003219.wav_clicks.jld2,2020-05-11T00:32:19.0,2020-05-11,2020-05-26T19:39:23.963
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_004220.wav_clicks.jld2,2020-05-11T00:42:20.0,2020-05-11,2020-05-26T19:39:25.063
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_005219.wav_clicks.jld2,2020-05-11T00:52:19.0,2020-05-11,2020-05-26T19:39:44.393
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_010218.wav_clicks.jld2,2020-05-11T01:02:18.0,2020-05-11,2020-05-26T19:39:45.858
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_011218.wav_clicks.jld2,2020-05-11T01:12:18.0,2020-05-11,2020-05-26T19:40:04.228
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_012218.wav_clicks.jld2,2020-05-11T01:22:18.0,2020-05-11,2020-05-26T19:40:06.665
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_013218.wav_clicks.jld2,2020-05-11T01:32:18.0,2020-05-11,2020-05-26T19:40:24.409
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_014218.wav_clicks.jld2,2020-05-11T01:42:18.0,2020-05-11,2020-05-26T19:40:26.138
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_015218.wav_clicks.jld2,2020-05-11T01:52:18.0,2020-05-11,2020-05-26T19:40:44.429
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_020218.wav_clicks.jld2,2020-05-11T02:02:18.0,2020-05-11,2020-05-26T19:40:46.717
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_021218.wav_clicks.jld2,2020-05-11T02:12:18.0,2020-05-11,2020-05-26T19:41:05.017
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_022218.wav_clicks.jld2,2020-05-11T02:22:18.0,2020-05-11,2020-05-26T19:41:07.149
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_023218.wav_clicks.jld2,2020-05-11T02:32:18.0,2020-05-11,2020-05-26T19:41:24.866
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_024218.wav_clicks.jld2,2020-05-11T02:42:18.0,2020-05-11,2020-05-26T19:41:27.052
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_025218.wav_clicks.jld2,2020-05-11T02:52:18.0,2020-05-11,2020-05-26T19:41:44.249
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_030218.wav_clicks.jld2,2020-05-11T03:02:18.0,2020-05-11,2020-05-26T19:41:47.81
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_031218.wav_clicks.jld2,2020-05-11T03:12:18.0,2020-05-11,2020-05-26T19:42:04.158
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_032218.wav_clicks.jld2,2020-05-11T03:22:18.0,2020-05-11,2020-05-26T19:42:08.158
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_033218.wav_clicks.jld2,2020-05-11T03:32:18.0,2020-05-11,2020-05-26T19:42:25.222
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_034218.wav_clicks.jld2,2020-05-11T03:42:18.0,2020-05-11,2020-05-26T19:42:28.492
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_035218.wav_clicks.jld2,2020-05-11T03:52:18.0,2020-05-11,2020-05-26T19:42:45.02
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_040218.wav_clicks.jld2,2020-05-11T04:02:18.0,2020-05-11,2020-05-26T19:42:49.94
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_041218.wav_clicks.jld2,2020-05-11T04:12:18.0,2020-05-11,2020-05-26T19:43:05.609
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_042218.wav_clicks.jld2,2020-05-11T04:22:18.0,2020-05-11,2020-05-26T19:43:10.358
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_043218.wav_clicks.jld2,2020-05-11T04:32:18.0,2020-05-11,2020-05-26T19:43:26.28
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_044218.wav_clicks.jld2,2020-05-11T04:42:18.0,2020-05-11,2020-05-26T19:43:31.19
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_045218.wav_clicks.jld2,2020-05-11T04:52:18.0,2020-05-11,2020-05-26T19:43:46.403
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_050218.wav_clicks.jld2,2020-05-11T05:02:18.0,2020-05-11,2020-05-26T19:43:51.231
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_051218.wav_clicks.jld2,2020-05-11T05:12:18.0,2020-05-11,2020-05-26T19:44:07.294
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_052218.wav_clicks.jld2,2020-05-11T05:22:18.0,2020-05-11,2020-05-26T19:44:11.711
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_053218.wav_clicks.jld2,2020-05-11T05:32:18.0,2020-05-11,2020-05-26T19:44:28.287
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_054218.wav_clicks.jld2,2020-05-11T05:42:18.0,2020-05-11,2020-05-26T19:44:32.047
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_055218.wav_clicks.jld2,2020-05-11T05:52:18.0,2020-05-11,2020-05-26T19:44:49.687
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_060218.wav_clicks.jld2,2020-05-11T06:02:18.0,2020-05-11,2020-05-26T19:44:52.049
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_061218.wav_clicks.jld2,2020-05-11T06:12:18.0,2020-05-11,2020-05-26T19:45:09.251
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_062218.wav_clicks.jld2,2020-05-11T06:22:18.0,2020-05-11,2020-05-26T19:45:12.352
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_063218.wav_clicks.jld2,2020-05-11T06:32:18.0,2020-05-11,2020-05-26T19:45:29.449
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_064218.wav_clicks.jld2,2020-05-11T06:42:18.0,2020-05-11,2020-05-26T19:45:32.257
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_065218.wav_clicks.jld2,2020-05-11T06:52:18.0,2020-05-11,2020-05-26T19:45:49.246
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_070218.wav_clicks.jld2,2020-05-11T07:02:18.0,2020-05-11,2020-05-26T19:45:52.676
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_071218.wav_clicks.jld2,2020-05-11T07:12:18.0,2020-05-11,2020-05-26T19:46:10.77
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_072218.wav_clicks.jld2,2020-05-11T07:22:18.0,2020-05-11,2020-05-26T19:46:12.528
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_073218.wav_clicks.jld2,2020-05-11T07:32:18.0,2020-05-11,2020-05-26T19:46:30.731
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_074218.wav_clicks.jld2,2020-05-11T07:42:18.0,2020-05-11,2020-05-26T19:46:33.585
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_075218.wav_clicks.jld2,2020-05-11T07:52:18.0,2020-05-11,2020-05-26T19:46:51.167
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_080218.wav_clicks.jld2,2020-05-11T08:02:18.0,2020-05-11,2020-05-26T19:46:53.572
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_081218.wav_clicks.jld2,2020-05-11T08:12:18.0,2020-05-11,2020-05-26T19:47:11.606
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_082218.wav_clicks.jld2,2020-05-11T08:22:18.0,2020-05-11,2020-05-26T19:47:14.301
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_083218.wav_clicks.jld2,2020-05-11T08:32:18.0,2020-05-11,2020-05-26T19:47:32.453
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_084218.wav_clicks.jld2,2020-05-11T08:42:18.0,2020-05-11,2020-05-26T19:47:34.074
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_085218.wav_clicks.jld2,2020-05-11T08:52:18.0,2020-05-11,2020-05-26T19:47:53.984
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_090218.wav_clicks.jld2,2020-05-11T09:02:18.0,2020-05-11,2020-05-26T19:47:54.555
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_091218.wav_clicks.jld2,2020-05-11T09:12:18.0,2020-05-11,2020-05-26T19:48:14.441
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_092218.wav_clicks.jld2,2020-05-11T09:22:18.0,2020-05-11,2020-05-26T19:48:16.363
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_093218.wav_clicks.jld2,2020-05-11T09:32:18.0,2020-05-11,2020-05-26T19:48:34.657
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_094218.wav_clicks.jld2,2020-05-11T09:42:18.0,2020-05-11,2020-05-26T19:48:36.381
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_095218.wav_clicks.jld2,2020-05-11T09:52:18.0,2020-05-11,2020-05-26T19:48:54.564
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_100218.wav_clicks.jld2,2020-05-11T10:02:18.0,2020-05-11,2020-05-26T19:48:56.951
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_101218.wav_clicks.jld2,2020-05-11T10:12:18.0,2020-05-11,2020-05-26T19:49:14.914
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_102218.wav_clicks.jld2,2020-05-11T10:22:18.0,2020-05-11,2020-05-26T19:49:16.655
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_103218.wav_clicks.jld2,2020-05-11T10:32:18.0,2020-05-11,2020-05-26T19:49:34.578
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_104218.wav_clicks.jld2,2020-05-11T10:42:18.0,2020-05-11,2020-05-26T19:49:39.573
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_105218.wav_clicks.jld2,2020-05-11T10:52:18.0,2020-05-11,2020-05-26T19:50:00.807
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_110218.wav_clicks.jld2,2020-05-11T11:02:18.0,2020-05-11,2020-05-26T19:50:00.686
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_111218.wav_clicks.jld2,2020-05-11T11:12:18.0,2020-05-11,2020-05-26T19:50:21.179
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_112218.wav_clicks.jld2,2020-05-11T11:22:18.0,2020-05-11,2020-05-26T19:50:21.338
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_113218.wav_clicks.jld2,2020-05-11T11:32:18.0,2020-05-11,2020-05-26T19:50:42.011
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_114218.wav_clicks.jld2,2020-05-11T11:42:18.0,2020-05-11,2020-05-26T19:50:41.086
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_115218.wav_clicks.jld2,2020-05-11T11:52:18.0,2020-05-11,2020-05-26T19:51:02.341
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_120218.wav_clicks.jld2,2020-05-11T12:02:18.0,2020-05-11,2020-05-26T19:51:02.914
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_121218.wav_clicks.jld2,2020-05-11T12:12:18.0,2020-05-11,2020-05-26T19:51:22.785
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_122218.wav_clicks.jld2,2020-05-11T12:22:18.0,2020-05-11,2020-05-26T19:51:24.063
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_123218.wav_clicks.jld2,2020-05-11T12:32:18.0,2020-05-11,2020-05-26T19:51:43.159
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_124218.wav_clicks.jld2,2020-05-11T12:42:18.0,2020-05-11,2020-05-26T19:51:45.029
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_125218.wav_clicks.jld2,2020-05-11T12:52:18.0,2020-05-11,2020-05-26T19:52:03.074
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_130218.wav_clicks.jld2,2020-05-11T13:02:18.0,2020-05-11,2020-05-26T19:52:05.193
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_131218.wav_clicks.jld2,2020-05-11T13:12:18.0,2020-05-11,2020-05-26T19:52:22.688
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_132218.wav_clicks.jld2,2020-05-11T13:22:18.0,2020-05-11,2020-05-26T19:52:25.822
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_133218.wav_clicks.jld2,2020-05-11T13:32:18.0,2020-05-11,2020-05-26T19:52:43.228
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_134218.wav_clicks.jld2,2020-05-11T13:42:18.0,2020-05-11,2020-05-26T19:52:45.964
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_135218.wav_clicks.jld2,2020-05-11T13:52:18.0,2020-05-11,2020-05-26T19:53:03.46
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_140218.wav_clicks.jld2,2020-05-11T14:02:18.0,2020-05-11,2020-05-26T19:53:06.321
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_141218.wav_clicks.jld2,2020-05-11T14:12:18.0,2020-05-11,2020-05-26T19:53:23.817
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_142218.wav_clicks.jld2,2020-05-11T14:22:18.0,2020-05-11,2020-05-26T19:53:25.128
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_143218.wav_clicks.jld2,2020-05-11T14:32:18.0,2020-05-11,2020-05-26T19:53:43.85
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_144218.wav_clicks.jld2,2020-05-11T14:42:18.0,2020-05-11,2020-05-26T19:53:44.533
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_145218.wav_clicks.jld2,2020-05-11T14:52:18.0,2020-05-11,2020-05-26T19:54:04.262
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_150218.wav_clicks.jld2,2020-05-11T15:02:18.0,2020-05-11,2020-05-26T19:54:04.646
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_151218.wav_clicks.jld2,2020-05-11T15:12:18.0,2020-05-11,2020-05-26T19:54:25.613
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_152218.wav_clicks.jld2,2020-05-11T15:22:18.0,2020-05-11,2020-05-26T19:54:24.537
X:\OdontoceteClicks\clicks\2020\05\MARS_20200511_153218.wav_clicks.jld2,2020-05-11T15:32:18.0,2020-05-11,2020-05-26T19:54:44.219
